"AC" "TC" "DESCR" "OS" "GN" "PE" "SV"
"10529" "Q8YRV8" "3.A.1.16.4" "Nitrate transport ATP-binding protein of ABC transporter" "Nostoc sp. (strain PCC 7120 / UTEX 2576)" "nrtC" "3" "1"
"10530" "Q8YSA2" "3.A.1.3.17" "Glutamine-binding periplasmic protein of glutamine ABC transporter - Anabaena sp. (strain PCC 7120)." "" "" "" ""
"10531" "Q8YSC4" "3.E.1.8.1" "Bacteriorhodopsin - Anabaena sp. (strain PCC 7120)." "" "" "" ""
"10532" "Q8YSQ6" "2.A.56.3.3" "Extracellular solute-binding protein" "Nostoc sp. (strain PCC 7120 / UTEX 2576)" "all3028" "4" "1"
"10533" "Q8YSQ7" "2.A.56.3.3" "Alr3027 protein" "Nostoc sp. (strain PCC 7120 / UTEX 2576)" "alr3027" "4" "1"
"10534" "Q8YSQ8" "2.A.56.3.3" "Alr3026 protein" "Nostoc sp. (strain PCC 7120 / UTEX 2576)" "alr3026" "4" "1"
"10535" "Q8YT15" "3.A.1.4.6" "ATP-binding protein of branched-chain amino acid ABC transporter - Anabaena sp. (strain PCC 7120)" "" "" "" ""
"10536" "Q8YT39" "3.A.1.114.1" "Alr2887 protein - Anabaena sp. (strain PCC 7120)." "" "" "" ""
"10537" "Q8YUK6" "2.A.7.23.2" "Alr2338 protein - Anabaena sp. (strain PCC 7120)." "" "" "" ""
"10538" "Q8YVY4" "3.A.1.4.6" "Alr1834 protein - Anabaena sp. (strain PCC 7120)" "" "" "" ""
"10539" "Q8YX86" "1.C.12.3.1" "Alr1329 protein" "Anabaena sp. (strain PCC 7120)" "alr1329" "4" "1"
"10540" "Q8YXD0" "3.A.1.4.6" "Permease protein of ABC transporter - Anabaena sp. (strain PCC 7120)" "" "" "" ""
"10541" "Q8YY08" "3.A.1.4.6" "Permease protein of ABC transporter - Anabaena sp. (strain PCC 7120)" "" "" "" ""
"10542" "Q8YZ25" "3.A.1.16.4" "Asl0662 protein" "Nostoc sp. (strain PCC 7120 / UTEX 2576)" "asl0662" "4" "1"
"10543" "Q8Z3V7" "3.A.1.28.1" "Possible ABC-transport protein, ATP-binding component" "Salmonella typhi" "STY3233" "4" "1"
"10544" "Q8Z3V8" "3.A.1.28.1" "Possible ABC-transport protein, ATP-binding component" "Salmonella typhi" "STY3232" "3" "1"
"10545" "Q8Z3V9" "3.A.1.28.1" "Putative membrane protein" "Salmonella typhi" "STY3231" "4" "1"
"10546" "Q8Z537" "2.A.7.22.2" "Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF" "Salmonella typhi" "arnF" "3" "1"
"10547" "Q8ZKC0" "2.A.3.13.2" "Putative transporter" "Salmonella typhimurium" "yjeH" "4" "1"
"10548" "Q8ZKR9" "2.A.56.1.5" "Putative C4-dicarboxylate transport system" "Salmonella typhimurium" "STM4053" "4" "1"
"10549" "Q8ZKS0" "2.A.56.1.5" "Putative C4-dicarboxylate transport system" "Salmonella typhimurium" "STM4052" "4" "1"
"10550" "Q8ZLD2" "2.A.13.1.3" "Putative inner membrane protein - Salmonella typhimurium." "" "" "" ""
"10551" "Q8ZNJ8" "3.A.1.5.24" "Putative ATPase component of ABC-type transport system - Salmonella typhimurium." "" "" "" ""
"10552" "Q8ZNJ9" "3.A.1.5.24" "Putative ABC-type dipeptide/oligopeptide/nickel transport systems, permease component - Salmonella typhimurium." "" "" "" ""
"10553" "Q8ZNK0" "3.A.1.5.24" "Putative ABC transporter periplasmic binding protein - Salmonella typhimurium." "" "" "" ""
"10554" "Q8ZP50" "1.B.39.1.1" "Outer membrane protein W precursor - Salmonella typhimurium." "" "" "" ""
"10555" "Q8ZP78" "1.B.54.1.8" "Invasin-like protein; intimin" "Salmonella typhimurium" "STM1669" "4" "1"
"10556" "Q8ZP79" "1.B.54.1.8" "Putative outer membrane or exported protein" "Salmonella typhimurium" "STM1668" "4" "1"
"10557" "Q8ZPK1" "3.A.1.12.14" "ABC-type transport system protein" "Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)" "STM1494" "3" "1"
"10558" "Q8ZPK2" "3.A.1.12.14" "Putative periplasmic component" "Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)" "STM1493" "4" "1"
"10559" "Q8ZPK3" "3.A.1.12.14" "Putative binding-protein-dependent transport system" "Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)" "STM1492" "3" "1"
"10560" "Q8ZPK4" "3.A.1.12.14" "ABC-type proline/glycine betaine transport system" "Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)" "STM1491" "3" "1"
"10561" "Q8ZPN4" "2.A.85.1.5" "Uncharacterized transporter YdhK" "Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)" "ydhK" "3" "1"
"10562" "Q8ZQ35" "2.A.21.3.10" "Putative sodium/glucose cotransporter" "Salmonella typhimurium" "STM1128" "3" "1"
"10563" "Q8ZR35" "2.A.1.38.3" "Enterobactin exporter entS - Salmonella typhimurium." "" "" "" ""
"10564" "Q8ZRG7" "3.A.3.5.20" "Putative cation transport ATPase - Salmonella typhimurium." "" "" "" ""
"10565" "Q8ZRG8" "2.A.6.2.25" "Putative cation efflux pump - Salmonella typhimurium." "" "" "" ""
"10566" "Q8ZRG9" "2.A.6.2.25" "Putative cation efflux system protein - Salmonella typhimurium." "" "" "" ""
"10567" "Q8ZRH0" "2.A.6.2.25" "Homology to outer membrane efflux protein - Salmonella typhimurium." "" "" "" ""
"10568" "Q8ZRP7" "3.A.1.13.1" "3.A.1.13.1 Vitamin B12-binding protein" "" "" "" ""
"10569" "Q8ZS90" "3.A.3.6.13" "Cation-transporting ATPase - Anabaena sp. (strain PCC 7120)." "" "" "" ""
"10570" "Q8ZUJ0" "3.A.3.5.25" "Cation-transporting ATPase (P-type)" "Pyrobaculum aerophilum" "PAE2758" "4" "1"
"10571" "Q8ZUX8" "2.A.1.2.49" "Tetracycline resistance protein" "Pyrobaculum aerophilum (strain ATCC 51768 / IM2 / DSM 7523 / JCM 9630 / NBRC 100827)" "PAE2559" "4" "1"
"10572" "Q8ZWI8" "3.A.10.3.1" "3.A.10.3.1 Pyrophosphate-energized proton pump" "" "" "" ""
"10573" "Q8ZX41" "2.A.124.1.5" "Uncharacterized protein" "Pyrobaculum aerophilum (strain ATCC 51768 / IM2 / DSM 7523 / JCM 9630 / NBRC 100827)" "PAE1479" "4" "1"
"10574" "Q8ZZQ4" "1.E.43.2.6" "Uncharacterized protein" "Pyrobaculum aerophilum (strain ATCC 51768 / IM2 / DSM 7523 / JCM 9630 / NBRC 100827)" "PAE0135" "4" "1"
"10575" "Q90X34" "3.A.3.1.11" "Na+/K+ ATPase alpha2 subunit" "Danio rerio" "atp1a2a" "2" "1"
"10576" "Q90YM4" "2.A.82.1.1" "Organic solute transporter beta - Raja erinacea (Little skate)." "" "" "" ""
"10577" "Q90YM5" "2.A.82.1.1" "Organic solute transporter alpha - Raja erinacea (Little skate)." "" "" "" ""
"10578" "Q90Z35" "3.A.1.201.9" "Bile salt export pump - Raja erinacea (Little skate)." "" "" "" ""
"10579" "Q90ZY0" "1.C.62.1.1" "Pleurocidin prepropolypeptide - Pseudopleuronectes americanus (Winter flounder) (Pleuronectes americanus)." "" "" "" ""
"10580" "Q91049" "9.B.41.1.3" "Occludin" "Gallus gallus" "OCLN" "1" "1"
"10581" "Q91055" "8.B.9.1.3" "Cysteine-rich venom protein helothermine" "Heloderma horridum horridum" "" "1" "1"
"10582" "Q918V6" "1.G.13.2.1" "Membrane fusion protein p15" "Baboon orthoreovirus" "" "1" "1"
"10583" "Q91977" "1.A.10.1.12" "NMDA glutamate receptor subunit" "Xenopus laevis" "grin1" "2" "1"
"10584" "Q91QV6" "1.A.85.1.3" "Polyprotein (Fragment)" "Echovirus E30" "" "4" "1"
"10585" "Q91UR4" "3.A.7.3.1" "VirB8 homolog - Bordetella pertussis" "" "" "" ""
"10586" "Q91UR6" "3.A.7.3.1" "Vir10 homolog - Bordetella pertussis" "" "" "" ""
"10587" "Q91UW6" "3.A.7.3.1" "VirB11 homolog - Bordetella pertussis" "" "" "" ""
"10588" "Q91UX1" "3.A.7.3.1" "virB6 homolog - Bordetella pertussis" "" "" "" ""
"10589" "Q91V37" "3.A.2.2.6" "V-type proton ATPase 21 kDa proteolipid subunit" "Mus musculus" "Atp6v0b" "1" "1"
"10590" "Q91V61" "2.A.54.1.6" "Sideroflexin-3" "Mus musculus" "Sfxn3" "1" "1"
"10591" "Q91VE0" "4.C.1.1.1" "4.C.1.1.1 Long-chain fatty acid transport protein 4" "" "" "" ""
"10592" "Q91VF8" "1.C.15.1.2" "Calcium transport inhibitor caltrinII" "Cavia porcellus" "Caltrin2" "4" "1"
"10593" "Q91W10" "2.A.5.4.8" "Zinc transporter ZIP8 - Mus musculus (Mouse)." "" "" "" ""
"10594" "Q91WN3" "2.A.3.8.8" "Amino acid transporter (Aspartate/glutamate transporter 1) - Mus musculus (Mouse)." "" "" "" ""
"10595" "Q91XE7" "3.A.2.2.6" "V-type proton ATPase subunit e 2" "Mus musculus" "Atp6v0e2" "2" "1"
"10596" "Q91Y77" "2.A.1.13.2" "TAT1 protein - Rattus norvegicus (Rat)." "" "" "" ""
"10597" "Q91YH6" "3.A.2.2.6" "ATPase, H+ transporting, lysosomal V1 subunit B1" "Mus musculus" "Atp6v1b1" "2" "1"
"10598" "Q91ZF1" "1.A.2.1.4" "ATP-sensitive inward rectifier potassium channel 15 - Rattus norvegicus (Rat)." "" "" "" ""
"10599" "Q91ZP6" "8.A.30.1.1" "NEDD4 family-interacting protein 2 (Fragment) - Mus musculus (Mouse)." "" "" "" ""
"10600" "Q91ZR5" "1.A.1.19.3" "Cation channel sperm-associated protein 1 - Mus musculus (Mouse)." "" "" "" ""
"10601" "Q920G8" "2.A.29.5.5" "Mitoferrin-1" "Mus musculus" "Slc25a37" "1" "1"
"10602" "Q920R6" "3.A.2.2.6" "V-type proton ATPase 116 kDa subunit a isoform 4" "Mus musculus" "Atp6v0a4" "2" "1"
"10603" "Q92339" "2.A.1.1.23" "High-affinity gluconate transporter ght3 (Hexose transporter 3) - Schizosaccharomyces pombe (Fission yeast)." "" "" "" ""
"10604" "Q924X6" "9.B.87.2.1" "Low-density lipoprotein receptor-related protein 8 - Mus musculus (Mouse)." "" "" "" ""
"10605" "Q92504" "2.A.5.4.3" "Zinc transporter SLC39A7 - Homo sapiens (Human)." "" "" "" ""
"10606" "Q92508" "1.A.75.1.1" "Piezo-type mechanosensitive ion channel component 1" "Homo sapiens" "PIEZO1" "1" "4"
"10607" "Q92536" "2.A.3.8.23" "Y+L amino acid transporter 2" "Homo sapiens" "SLC7A6" "1" "3"
"10608" "Q92544" "9.A.2.1.3" "Transmembrane 9 superfamily member 4" "Homo sapiens" "TM9SF4" "1" "2"
"10609" "Q92581" "2.A.36.1.14" "Sodium/hydrogen exchanger 6" "Homo sapiens" "SLC9A6" "1" "2"
"10610" "Q925H0" "1.A.6.1.8" "Acid-sensing ion channel 2" "Mus musculus" "Asic2" "1" "1"
"10611" "Q925N0" "2.A.54.1.5" "Sideroflexin-5" "Mus musculus" "Sfxn5" "1" "2"
"10612" "Q926Q9" "2.A.1.1.74" "Lmo2850 protein" "Listeria monocytogenes" "lmo2850" "4" "1"
"10613" "Q92736" "1.A.3.1.1" "RYANODINE RECEPTOR 2, CARDIAC MUSCLE (RYR2) (HRYR-2) - Homo sapiens (Human)." "" "" "" ""
"10614" "Q92839" "4.D.1.2.1" "Hyaluronan synthase 1" "Homo sapiens" "HAS1" "1" "2"
"10615" "Q92843" "1.A.21.1.5" "Bcl-2-like protein 2" "Homo sapiens" "BCL2L2" "1" "2"
"10616" "Q92847" "9.A.14.1.6" "Growth hormone secretagogue receptor type 1" "Homo sapiens" "GHSR" "1" "1"
"10617" "Q92887" "3.A.1.208.2" "Canalicular multispecific organic anion transporter 1 (Multidrug resistance-associated protein 2) (Canalicular multidrug resistance protein) - Homo sapiens (Human)." "" "" "" ""
"10618" "Q92911" "2.A.21.5.1" "SODIUM/IODIDE COTRANSPORTER (NA(+)/I(-) COTRANSPORTER) (SODIUM-IODIDE SYMPORTER) (NA+/I-SYMPORTER) - Homo sapiens (Human)." "" "" "" ""
"10619" "Q92959" "2.A.60.1.19" "Solute carrier organic anion transporter family member 2A1" "Homo sapiens" "SLCO2A1" "1" "2"
"10620" "Q92968" "3.A.20.1.1" "Peroxisomal membrane protein PEX13" "Homo sapiens" "PEX13" "1" "2"
"10621" "Q92C96" "1.E.11.1.6" "Lin1295 protein" "Listeria innocua serovar 6a (strain CLIP 11262)" "lin1295" "4" "1"
"10622" "Q92EV6" "8.A.43.1.5" "Lin0352 protein (Fragment)" "Listeria innocua serovar 6a (strain CLIP 11262)" "lin0352" "4" "1"
"10623" "Q92LL2" "3.A.1.15.9" "PUTATIVE IRON TRANSPORT SYSTEM MEMBRANE ABC TRANSPORTER PROTEIN - Rhizobium meliloti (Sinorhizobium meliloti)." "" "" "" ""
"10624" "Q92LL3" "3.A.1.15.9" "PUTATIVE IRON TRANSPORT SYSTEM MEMBRANE ABC TRANSPORTER PROTEIN - Rhizobium meliloti (Sinorhizobium meliloti)." "" "" "" ""
"10625" "Q92LL4" "3.A.1.15.9" "PUTATIVE IRON TRANSPORT ATP-BINDING ABC TRANSPORTER PROTEIN - Rhizobium meliloti (Sinorhizobium meliloti)." "" "" "" ""
"10626" "Q92LL5" "3.A.1.15.9" "PUTATIVE IRON-BINDING PERIPLASMIC ABC TRANSPORTER PROTEIN - Rhizobium meliloti (Sinorhizobium meliloti)." "" "" "" ""
"10627" "Q92N35" "3.A.1.12.7" "PUTATIVE GLYCINE BETAINE TRANSPORT ATP-BINDING ABC TRANSPORTER PROTEIN (ProV) - Rhizobium meliloti (Sinorhizobium meliloti)." "" "" "" ""
"10628" "Q92N36" "3.A.1.12.7" "PUTATIVE GLYCINE BETAINE TRANSPORT SYSTEM PERMEASE ABC TRANSPORTER PROTEIN (ProW) - Rhizobium meliloti (Sinorhizobium meliloti)." "" "" "" ""
"10629" "Q92N43" "1.B.14.2.7" "Hemin-binding membrane protein" "Rhizobium meliloti" "bhuR" "3" "1"
"10630" "Q92N44" "2.A.4.7.7" "Hypothetical transmembrane protein" "Rhizobium meliloti (strain 1021)" "R02386" "4" "1"
"10631" "Q92NE8" "3.A.1.5.17" "PUTATIVE ABC TRANSPORTER ATP-BINDING PROTEIN - Rhizobium meliloti (Sinorhizobium meliloti)." "" "" "" ""
"10632" "Q92NE9" "3.A.1.5.17" "PUTATIVE PERMEASE ABC TRANSPORTER PROTEIN - Rhizobium meliloti (Sinorhizobium meliloti)." "" "" "" ""
"10633" "Q92NF0" "3.A.1.5.17" "PUTATIVE PERMEASE ABC TRANSPORTER PROTEIN - Rhizobium meliloti (Sinorhizobium meliloti)." "" "" "" ""
"10634" "Q92NF1" "3.A.1.5.17" "PUTATIVE PERIPLASMIC BINDING PROTEIN - Rhizobium meliloti (Sinorhizobium meliloti)." "" "" "" ""
"10635" "Q92Q38" "1.B.17.1.4" "Putative outer membrane secretion protein" "Rhizobium meliloti" "tolC" "4" "1"
"10636" "Q92R43" "1.A.8.15.1" "PUTATIVE TRANSPORT TRANSMEMBRANE PROTEIN - Rhizobium meliloti (Sinorhizobium meliloti)" "" "" "" ""
"10637" "Q92R60" "1.B.70.1.11" "Probable outer membrane protein" "Rhizobium meliloti (strain 1021)" "R01052" "4" "1"
"10638" "Q92T56" "3.A.3.6.14" "PUTATIVE HEAVY METAL TRANSPORTING ATPASE PROTEIN - Rhizobium meliloti (Sinorhizobium meliloti)." "" "" "" ""
"10639" "Q92TN0" "3.A.1.4.7" "ABC transporter, periplasmic solute-binding protein" "Rhizobium meliloti (strain 1021)" "RB1480" "4" "1"
"10640" "Q92TN1" "3.A.1.4.7" "ABC transporter, permease" "Rhizobium meliloti (strain 1021)" "RB1479" "4" "1"
"10641" "Q92TN2" "3.A.1.4.7" "ABC transporter, permease" "Rhizobium meliloti (strain 1021)" "RB1478" "4" "1"
"10642" "Q92TN3" "3.A.1.4.7" "ABC transporter, ATP-binding protein" "Rhizobium meliloti (strain 1021)" "RB1477" "3" "1"
"10643" "Q92TN4" "3.A.1.4.7" "Putative branched-chain amino acid uptake ABC transporter ATP-binding protein" "Rhizobium meliloti (strain 1021)" "RB1476" "4" "1"
"10644" "Q92WK1" "3.A.1.2.11" "Probable sugar ABC transporter permease protein - Rhizobium meliloti (Sinorhizobium meliloti)." "" "" "" ""
"10645" "Q92WK2" "3.A.1.2.11" "Probable sugar ABC transporter ATP-binding protein - Rhizobium meliloti (Sinorhizobium meliloti)." "" "" "" ""
"10646" "Q92WK4" "3.A.1.2.11" "Probable ABC transporter sugar-binding protein - Rhizobium meliloti (Sinorhizobium meliloti)." "" "" "" ""
"10647" "Q92WM0" "2.A.15.1.5" "2.A.15.3.2 BetT" "" "" "" ""
"10648" "Q92XI7" "2.A.1.57.2" "RhtX rhizobactin transporter" "Rhizobium meliloti (strain 1021)" "rhtX" "4" "1"
"10649" "Q92Z60" "3.A.3.25.2" "Cation-transporting ATPase - Rhizobium meliloti (Sinorhizobium meliloti)." "" "" "" ""
"10650" "Q92ZS8" "1.A.1.27.3" "Uncharacterized protein" "Rhizobium meliloti (strain 1021)" "SMa0702" "4" "1"
"10651" "Q93050" "3.A.2.2.4" "Vacuolar proton translocating ATPase 116 kDa subunit a isoform 1 - Homo sapiens (Human)." "" "" "" ""
"10652" "Q930W1" "2.A.56.1.7" "ABC transporter, periplasmic solute-binding protein" "Rhizobium meliloti (strain 1021)" "RA0083" "4" "1"
"10653" "Q930W2" "2.A.56.1.7" "Putative uncharacterized protein" "Rhizobium meliloti (strain 1021)" "RA0082" "4" "1"
"10654" "Q930W3" "2.A.56.1.7" "Putative uncharacterized protein" "Rhizobium meliloti (strain 1021)" "RA0081" "4" "2"
"10655" "Q93109" "1.C.38.1.9" "Equinatoxin-5" "Actinia equina" "" "2" "1"
"10656" "Q93149" "1.A.9.1.2" "Acetylcholine receptor subunit beta-type acr-3 - Caenorhabditis elegans." "" "" "" ""
"10657" "Q931P4" "9.A.39.1.2" "Iron-regulated surface determinant protein H - Staphylococcus aureus (strain Mu50 / ATCC 700699)." "" "" "" ""
"10658" "Q932J9" "3.A.7.17.1" "Protein essC - Staphylococcus aureus (strain Mu50 / ATCC 700699)." "" "" "" ""
"10659" "Q93380" "2.A.1.58.2" "Putative potassium channel regulatory protein unc-93" "Caenorhabditis elegans" "unc-93" "1" "4"
"10660" "Q934C7" "9.A.13.1.1" "Helper protein (Cjl) - Shigella sonnei." "" "" "" ""
"10661" "Q934G3" "1.B.35.1.1" "Oligogalacturonate specific porin precursor - Erwinia chrysanthemi." "" "" "" ""
"10662" "Q93533" "1.A.55.1.3" "Protein F20D1.1, confirmed by transcript evidence" "Caenorhabditis elegans" "F20D1.1" "1" "1"
"10663" "Q93655" "2.A.47.1.7" "2.A.47.1.7 Sodium-dependent low-affinity dicarboxylate transporter 1" "" "" "" ""
"10664" "Q93796" "1.C.40.1.5" "Nose resistant to fluoxetine protein 5" "Caenorhabditis elegans" "nrf-5" "1" "2"
"10665" "Q93890" "2.A.7.12.4" "UDP-galactose/UDP-N-acetylglucosamine transporter srf-3 - Caenorhabditis elegans." "" "" "" ""
"10666" "Q939A4" "2.A.1.3.28" "Multidrug resistance efflux protein - Streptomyces lividans." "" "" "" ""
"10667" "Q939U6" "5.A.1.2.7" "CcdA-like protein" "Rhodovulum sulfidophilum" "soxV" "4" "1"
"10668" "Q93A34" "3.A.1.12.8" "BilEB - Listeria monocytogenes." "" "" "" ""
"10669" "Q93A35" "3.A.1.12.8" "BilEA - Listeria monocytogenes." "" "" "" ""
"10670" "Q93AK1" "2.A.15.1.8" "BCCT-transporter" "Virgibacillus pantothenticus" "ectT" "4" "1"
"10671" "Q93AT6" "2.A.1.3.21" "YhcA - Erwinia chrysanthemi." "" "" "" ""
"10672" "Q93AT9" "1.B.14.9.2" "Acr (Fragment) - Erwinia chrysanthemi. " "" "" "" ""
"10673" "Q93DY1" "9.B.90.1.1" "Magnetosome protein MamC - Magnetospirillum gryphiswaldense." "" "" "" ""
"10674" "Q93E02" "8.A.3.2.3" "EpsD - Streptococcus thermophilus." "" "" "" ""
"10675" "Q93E03" "8.A.3.2.3" "EpsC - Streptococcus thermophilus." "" "" "" ""
"10676" "Q93GF4" "3.A.1.123.2" "AurT - Staphylococcus aureus." "" "" "" ""
"10677" "Q93GK4" "3.A.1.110.1" "MceH" "Klebsiella pneumoniae" "mceH" "4" "1"
"10678" "Q93GK5" "3.A.1.110.1" "MceG" "Klebsiella pneumoniae" "mceG" "3" "1"
"10679" "Q93GK6" "9.B.2.1.9" "MceF - Klebsiella pneumoniae." "" "" "" ""
"10680" "Q93HR7" "2.A.66.1.7" "Na+-coupled multidrug efflux pump - Vibrio parahaemolyticus." "" "" "" ""
"10681" "Q93HU4" "2.A.36.7.1" "Na+/H+ antiporter - Aphanothece halophytica." "" "" "" ""
"10682" "Q93IP6" "1.A.11.2.3" "Ammonium/methylammonium permease - Synechococcus sp. (strain PCC 7942) (Anacystis nidulans R2)." "" "" "" ""
"10683" "Q93IU0" "3.A.1.5.36" "BldKD, putative ABC transporter intracellular ATPase subunit" "Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)" "SCO5115" "3" "1"
"10684" "Q93IU1" "3.A.1.5.36" "BldKC, putative ABC transport system integral membrane protein" "Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)" "SCO5114" "3" "1"
"10685" "Q93IU2" "3.A.1.5.36" "BldKB, putative ABC transport system lipoprotein" "Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)" "SCO5113" "4" "1"
"10686" "Q93IU3" "3.A.1.5.36" "BldKA, putative ABC transport system integral membrane protein" "Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)" "SCO5112" "3" "1"
"10687" "Q93J85" "2.A.1.71.2" "Putative drug efflux protein" "Streptomyces coelicolor" "SCO2812" "4" "1"
"10688" "Q93J92" "3.A.1.1.36" "Putative integral membrane binding-protein-dependent transport protein" "Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)" "SCO7505" "3" "1"
"10689" "Q93J93" "3.A.1.1.36" "Putative integral membrane binding-protein-dependent transport protein" "Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)" "SCO7504" "3" "1"
"10690" "Q93J94" "3.A.1.1.36" "Putative extracellular solute-binding protein" "Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)" "SCO7503" "4" "1"
"10691" "Q93JK1" "2.A.55.3.4" "Putative metal ion transport protein" "Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)" "SCO4993" "4" "1"
"10692" "Q93K64" "2.A.118.1.1" "Putative membrane arginine transporter - Enterococcus faecalis (Streptococcus faecalis)." "" "" "" ""
"10693" "Q93KB7" "3.A.1.1.11" "Periplasmic binding protein precursor - Erwinia chrysanthemi." "" "" "" ""
"10694" "Q93KB8" "3.A.1.1.11" "ABC ATPase - Erwinia chrysanthemi." "" "" "" ""
"10695" "Q93KB9" "3.A.1.1.11" "Inner membrane protein - Erwinia chrysanthemi." "" "" "" ""
"10696" "Q93KC0" "3.A.1.1.11" "Inner membrane protein - Erwinia chrysanthemi." "" "" "" ""
"10697" "Q93KC2" "2.A.2.5.1" "Oligogalacturonide transporter - Erwinia chrysanthemi." "" "" "" ""
"10698" "Q93KD4" "3.A.1.6.2" "ATPase component of tungstate ABC transporter - Eubacterium acidaminophilum." "" "" "" ""
"10699" "Q93KD5" "3.A.1.6.2" "Permease component of tungstate ABC transporter - Eubacterium acidaminophilum." "" "" "" ""
"10700" "Q93KD6" "3.A.1.6.2" "Extracellular tungstate binding protein precursor - Eubacterium acidaminophilum." "" "" "" ""
"10701" "Q93KS3" "3.A.6.1.1" "YscL - Yersinia enterocolitica." "" "" "" ""
"10702" "Q93KS4" "3.A.6.1.1" "YscK - Yersinia enterocolitica." "" "" "" ""
"10703" "Q93KS5" "3.A.6.1.1" "YscI - Yersinia enterocolitica." "" "" "" ""
"10704" "Q93KS6" "3.A.6.1.1" "YscH - Yersinia enterocolitica." "" "" "" ""
"10705" "Q93KS7" "3.A.6.1.1" "YscG - Yersinia enterocolitica." "" "" "" ""
"10706" "Q93KS8" "3.A.6.1.1" "YscF - Yersinia enterocolitica." "" "" "" ""
"10707" "Q93KS9" "3.A.6.1.1" "YscE - Yersinia enterocolitica." "" "" "" ""
"10708" "Q93KT0" "3.A.6.1.1" "YscD - Yersinia enterocolitica." "" "" "" ""
"10709" "Q93KT1" "3.A.6.1.1" "YscC - Yersinia enterocolitica." "" "" "" ""
"10710" "Q93KT4" "3.A.6.1.1" "YscU - Yersinia enterocolitica." "" "" "" ""
"10711" "Q93KT5" "3.A.6.1.1" "YscT - Yersinia enterocolitica." "" "" "" ""
"10712" "Q93KT6" "3.A.6.1.1" "YscP - Yersinia enterocolitica." "" "" "" ""
"10713" "Q93KT7" "3.A.6.1.1" "YscO - Yersinia enterocolitica." "" "" "" ""
"10714" "Q93LN0" "3.A.1.132.1" "Gliding motility protein GldG - Cytophaga johnsonae (Flavobacterium johnsoniae)." "" "" "" ""
"10715" "Q93LN1" "3.A.1.132.1" "Gliding motility protein GldF - Cytophaga johnsonae (Flavobacterium johnsoniae)." "" "" "" ""
"10716" "Q93MD0" "1.C.69.1.1" "Beta2-toxin - Clostridium perfringens." "" "" "" ""
"10717" "Q93N33" "2.A.21.9.2" "Proline sensor PrlS - Aeromonas hydrophila." "" "" "" ""
"10718" "Q93NF2" "3.A.7.11.1" "TraH - Neisseria gonorrhoeae." "" "" "" ""
"10719" "Q93NG7" "9.B.75.1.1" "ORF116 - Arthrobacter nicotinovorans." "" "" "" ""
"10720" "Q93NW3" "8.A.3.2.2" "CpsD - Streptococcus pneumoniae." "" "" "" ""
"10721" "Q93NW4" "8.A.3.2.2" "CpsC (Fragment) - Streptococcus pneumoniae." "" "" "" ""
"10722" "Q93PD0" "5.A.3.9.1" "Anaerobic ethylbenzene dehydrogenase subunit C - Azoarcus sp. EB1." "" "" "" ""
"10723" "Q93PD1" "5.A.3.9.1" "Anaerobic ethylbenzene dehydrogenase subunit B - Azoarcus sp. EB1." "" "" "" ""
"10724" "Q93PD2" "5.A.3.9.1" "Ethylbenzene dehydrogenase subunit A - Azoarcus sp. EB1." "" "" "" ""
"10725" "Q93PJ3" "1.A.29.1.5" "Urease accessory protein UreI - Helicobacter hepaticus." "" "" "" ""
"10726" "Q93PJ7" "3.A.1.5.40" "NikCD" "Helicobacter hepaticus" "nikCD" "4" "1"
"10727" "Q93PN3" "3.A.1.14.7" "Ferric hydroxamate receptor 1 - Staphylococcus aureus, and Staphylococcus aureus (strain MW2)." "" "" "" ""
